id,text
0112,Surtidos de embutidos frescos
0112,Bondiola
0112,Jamón cocido
0112,Jamón crudo
0112,Lomito
0112,Matambre (fiambre)
0112,Mortadela
0112,Paleta (fiambre)
0112,"Panceta fresca, salada, ahumada"
0112,Salame
0112,Salamín
0112,Salchichón
0112,Otros fiambres
0112,Surtidos de fiambres
0112,"Carnes en conserva, escabeches"
0112,Paté de foie - ave en lata
0112,Picadillo de carne en lata
0112,Otras pastas de carne
0112,Surtidos de procesados en base a carne
0112,Atún - lomo de atún- salmón- congrio
0112,Brótola- lenguado
0113,Merluza
0113,Pejerrey
0113,Surubí
0113,Otros pescados de mar
0113,Otros pescados de río
0113,"Almejas, berberechos, mejillones, cholgas, vieiras"
0113,Calamares
0113,Langostinos y camarones
0113,Otros mariscos
0113,Filet preparado para cocinar
0113,Semipreparados congelados en base a pescado y mariscos
0113,"Surtidos de pescados y mariscos frescos, congelados y semipreparados"
0113,Atún en conserva
0113,Caballa en conserva
0113,Filet de anchoas
0113,Mariscos en conserva
0113,Sardinas en conserva
0113,Otras conservas de pescado
0113,Surtidos de pescados y mariscos en conserva
0114,Leche común entera
0114,Leche común descremada
0114,Leche larga vida entera
0114,Leche larga vida descremada
0114,Leche en polvo entera o descremada
0114,"Leches condensadas, evaporadas"
0114,Leches preparadas con aditamentos
0114,Otras leches fluidas
0114,Leche de soja
0114,Leches vegetales
0114,Surtidos de leche
0119,Leche en polvo fortificada para lactantes
0119,Leche fluida fortificada para lactantes
0114,Queso crema para untar
0114,Queso de máquina
0114,Queso doble crema - cuartirolo
0114,Queso fontina - gouda - chubut - edan - fymbo
0114,Queso fundido
0114,Queso paté-gras - mar del plata
0114,Queso port salut
0114,Queso para rallar
0114,Queso rallado
0114,Muzzarella
0114,Ricota
0114,Otros quesos
0114,Surtidos de quesos
0114,Crema de leche
0114,Yogur natural o saborizado
0114,Yogur con aditamentos
0114,Dulce de leche
0114,Postres lácteos
0114,Otros productos lácteos
0114,Surtidos de productos lácteos
0114,Huevos de gallina
0114,Otros huevos
0115,Aceite mezcla
0115,Aceite de girasol
0115,Aceite de maíz
0115,Aceite de oliva
0115,Aceite de soja
0115,Otros aceites
0115,Surtidos de aceites
0115,Grasa porcina
0115,Grasa vacuna
0115,Margarina
0115,Otras grasas
0115,Surtidos de grasa para la cocina
0115,Manteca
0116,Ananá
0116,Banana
0116,"Cerezas, guindas frescas"
0116,Ciruela
0116,Damasco
0116,Durazno
0116,Frutillas frescas
0116,Kiwi fresco
0116,Limón
0116,Mandarina
0116,Manzana
0116,Melón fresco
0116,Naranja
0116,Palta fresca
0116,Pelón fresco
0116,Pera
0116,Pomelo fresco
0116,Sandia fresca
0116,Uva fresca
0116,Otras frutas frescas
0116,Frutas congeladas
0116,Surtidos de frutas frescas o congeladas
0116,Ananá en almíbar o en conserva
0116,Duraznos en almíbar o en conserva
0116,Ensalada de frutas en almíbar o  en conserva
0116,Otras frutas en conserva
0116,Frutas secas
0116,Ciruelas disecadas
0116,Pasas de uva
0116,Otras frutas disecadas
0116,"Surtidos de frutas procesadas, secas o en conserva"
0117,Acelga fresca
0117,Ají fresco
0117,Ajo
0119,"Albahaca, perejil fresco"
0117,Alcauciles
0117,"Apio, hinojo fresco"
0117,Arvejas frescas
0117,Batata fresca
0117,Berenjenas frescas
0117,Cebolla común fresca
0117,"Cebolla de verdeo, puerro fresco"
0117,"Coliflor, brócoli fresco"
0117,Chauchas frescas
0111,Choclo fresco
0117,Espinaca fresca
0117,Hongos
0117,Lechuga fresca
0117,Mandioca fresca
0117,Papa fresca
0117,Pepino fresco
0117,Rabanitos
0117,"Radicheta, radicha, rúcula fresca"
0117,Remolacha fresca
0117,Repollo fresco
0117,Tomate perita fresco
0117,Tomate redondo fresco
0117,Tomate Cherry
0119,"Verdurita, jardinera, ensaladas varias frescas"
0117,Zanahoria fresca
0117,Zapallitos frescos
0117,Zapallo fresco
0117,Otras verduras y tubérculos frescos
0117,Otras legumbres frescas
0117,Aceitunas
0117,Verduras congeladas
0117,Papas y otros tubérculos congelados
0117,Legumbres congeladas
0117,Milanesa de soja
0117,Semipreparados frescos o congeladas en base a verduras para cocinar
0117,"Surtidos de verduras, tubérculos y legumbres frescas o congeladas"
0117,Arvejas secas
0117,Lentejas secas
0117,Porotos secos
0117,Otras legumbres secas
0117,Arvejas en conserva
0117,Choclo en conserva
0117,Lentejas en conserva
0117,Porotos en conserva
0117,Otras legumbres en conserva
0117,Tomates en conserva
0117,Verduras en conserva
0117,Polvo para puré de papa o batata deshidratado
0117,Polvo para puré zapallo deshidratado
0117,Otras verduras deshidratadas
0117,"Surtidos de verduras, tubérculos y legumbres secas o en conservas y derivadas"
0118,Azúcar
0118,Edulcorante
0118,Dulce de batata
0118,Dulce de membrillo
0118,"Mermeladas, otros dulces y jaleas"
0118,Miel y similares
0118,"Surtidos de dulces, mermeladas y miel"
0118,Helado individual
0118,Helado envasado por kilo o litro
0118,Helado suelto
0111,Alfajores
0111,Barra de cereales
0118,Bombones y bocaditos de chocolate
0118,Caramelos o confites
0118,Chicles
0118,Chocolate para taza/repostería
0118,Chocolates y chocolatines
0118,Chupetines
0118,Obleas cubiertas con chocolate o con confituras
0118,Pastillas en paquete
0118,Turrón
0118,Otras golosinas y confituras
0118,Otros preparados de chocolate
0118,Surtidos de chocolates y otros dulces
0119,Sal fina
0119,Sal gruesa
0119,Ají molido
0119,Comino
0119,Orégano
0117,Pimentón
0119,Pimienta
0119,Otras especias
0119,Surtido de sal y especias
0119,Ketchup
0119,Mayonesa
0119,Mostaza
0119,Salsa en base a tomate
0119,Salsas varias
0119,"Vinagre, aceto balsámico"
0119,Otros aderezos y condimentos
0119,Surtidos de salsas y condimentos
0119,Alimentos preparados para niños y bebés
0119,Caldos concentrados
0119,Levadura
0119,Polvo para hornear
0119,"Polvo para bizcochuelo, tortas, scones, budín, brownies"
0119,Polvo para postres y helados
0119,Productos para repostería
0119,Sopas concentradas
0119,"Surtidos de sopas, preparaciones para postres y levadura"
0119,"Chizitos, papas fritas, palitos (snacks)"
0119,Gastos no discriminados en alimentos
0122,Café instantáneo
0122,Café molido o en grano
0122,Café en saquitos
0122,Café en cápsulas o bolsitas para máquinas de café
0122,Capuchino instantáneo
0122,Capuchino en saquitos
0122,Malta instantánea
0121,Jugos y refrescos en polvo para preparar bebidas
0121,Jugos y refrescos líquidos para preparar bebidas
0121,Jugos y refrescos para beber sin diluir
0121,jugos en base de soja saborizados
0311,Telas de algodón con o sin mezcla
0311,Telas de lana con o sin mezcla
0311,Sintético puro
0311,Otras telas
0311,Fibra sintética para tejer
0311,Hilo para tejer
0311,Lana con mezcla para tejer
0311,Lana pura para tejer
0311,Otros hilados para tejer
0312,Camisa para hombres
0312,"Remera, chomba, polera para hombres"
0312,Pantalón de jean para hombres
0312,Pantalón de vestir para hombres
0312,"Pulover, chaleco, para hombres"
0312,Equipo de deporte para hombres
0312,"Joggings (pantalón y/o buzo, campera)  para hombres"
0312,"Short, bermuda, traje de baño, malla para hombre"
0312,"Saco sport, blazer para hombres"
0312,"Traje, ambo para hombres"
0312,"Campera, anorak para hombres"
0312,"Sobretodo, impermeable y otros abrigos"
0312,Otras prendas exteriores para hombres
0312,"Blusa, camisa para mujeres"
0312,"Remera, polera, para mujeres"
0312,Pantalón de jean para mujeres
0312,Pantalón de vestir para mujeres
0312,"Pollera, pollera-pantalón para mujeres"
0312,"Vestido, jumper, conjunto de blusa y pollera para mujeres"
0312,"Pullover, chaleco, polerón para mujeres"
0312,"Joggings (pantalón y/o buzo, campera)  para mujeres"
0312,"Equipo de deporte: malla de gimnasia, pantalón deportivo, pollera de tenis, calzas, etc."
0312,"Short, bermuda para mujeres"
0312,"Traje de baño, malla para mujeres"
0312,"Blazer, saco para mujeres"
0312,Traje para mujeres
0312,"Campera, anorak para mujeres"
0312,"Tapado, sacón para mujeres"
0312,Impermeable y otros abrigos
0312,Otras prendas exteriores para mujeres
0312,"Calzas, leggins (algodón, lycra, etc.) excluye deportivas."
0312,Batita de bebe
0312,"Enterito, osito, patas para bebés"
0312,Mantilla para bebés
0312,"Blusa, camisa para niños y bebés"
0312,"Remera, polera de algodón"
0312,"Pantalón de jean, para niños y bebés"
0312,Pantalón de vestir para niños
0312,Pollera para niñas
0312,"Vestido, jumper, conjunto para niñas y bebés"
0312,"Pullover, chaleco, saco para niños y bebés"
0312,"Short, bermuda, jardinero para niños y bebés"
0312,"Joggings (pantalón y/o buzo, campera) para niños y bebés"
0312,Equipo de deporte o gimnasia para niños
0312,"Traje de baño, malla para niños y bebés"
0312,"Guardapolvo, delantal para niños"
0312,"Camperas, tapados, anorak, abrigos para niños y bebés"
0312,Otras prendas exteriores para niños y bebés
0312,"Calzas (algodón, lycra, etc.)"
0312,Calzoncillo
0312,Camiseta para hombres
0312,"Medias, zoquetes para hombres"
0312,Pijama para hombres
0312,Otras prendas interiores para hombres
0312,Bombacha
0312,Corpiño
0312,Conjuntos de bombacha y corpiño
0312,body – camiseta
0312,"Camisón, pijama"
0312,"Medias, zoquetes para mujeres"
0312,"Medibachas, panty"
0312,"Otras prendas interiores para mujeres: salto de cama, combinación, enagua, trusas, fajas, salidas de baño, etc."
0312,Bombacha para niños y bebés
0312,Calzoncillo para niños
0312,Camiseta para niños y bebés
0312,"Camisón, pijama para niños y bebés"
0312,Escarpines para niños y bebés
0312,"Medias, zoquetes para niños y bebés"
0312,"Pañal, chiripa de tela para bebés"
0312,Otras prendas interiores para niños y bebés
0313,Babero
0313,"Bufanda, chalina, pañuelo de cuello, guantes"
0313,Corbata
0313,Pañuelo de mano
0313,"Cinturón, tiradores"
0313,"Sombrero, gorro, boina"
0313,Otros accesorios para vestir
0313,Botones
0313,Cierres
0313,Hilo para coser
0314,Lavandería y lavadero automático de ropa de vestir
0314,"Tintorería, limpieza a seco de ropa de vestir"
0314,Arreglos y hechuras con modista o sastre
0451,Electricidad de la vivienda principal Kw/h
0451,Electricidad (kw) de la vivienda secundaria
0452,Gas envasado en garrrafas
0452,Gas a granel
0452,Gas natural por red domiciliaria (m3) de la vivienda principal
0452,Gas envasado en tubo
0452,Gas natural por red domiciliaria (m3) de la vivienda secundaria
0453,Kerosene
0454,"Leña, carbón"
0455,Otros combustibles para el hogar
0611,Alergia
0611,Antibióticos y antisépticos
0611,Anticonceptivos
0611,Antiinflamatorios
0611,Cardíacos
0611,Dermatológicos
0611,Diabetes
0611,Diarrea
0611,Digestivos
0611,Fiebre o dolor
0611,Homeopáticos y hierbas medicinales
0611,"psiquiátricos, nervios"
0611,Oncológicos
0611,Presión
0611,Productos dietéticos
0611,Tiroides y hormonas
0611,Tos
0611,Vacunas y sueros
0611,Vitaminas o tónicos
0611,Otros medicamentos
0612,"Alcohol, agua oxigenada, antisépticos, desinfectantes"
0612,Algodón
0612,Gasas y vendas
0612,"Jeringas, agujas"
0612,Preservativos
0612,"Tela adhesiva, curitas"
0612,Termómetro
0612,Otros elementos para primeros auxilios
0613,Limpieza de lentes de contactos
0613,Anteojos
0613,Lentes de contacto
0612,Anticonceptivos mecánicos
0613,"Aparatos y accesorios ortopédicos y terapéuticos (silla de ruedas, bastón, plantillas, etc.)"
0612,"Equipo para nebulización, oxígeno, vaporización, tensiómetro, medidor de glucosa, etc."
0613,"Otras prótesis (audífonos, marcapasos, etc.)"
0721,Baterías
0721,Bujías
0721,"Cubiertas, neumáticos"
0723,Equipos de gas y su instalación
0721,"Accesorios varios (matafuegos, balizas, portaequipaje, alarma, etc.)"
0721,Repuestos y accesorios para el vehículo de uso del hogar
0721,"Productos de limpieza y conservación para el vehículo de uso del hogar: fundas, cubreautos, espumas, etc."
0722,Nafta súper
0722,Nafta premium
0722,"Diesel, gasoil"
0722,Diesel premium
0722,"Gas natural comprimido, GNC"
0722,Otros gastos en combustibles
0722,"Cambio y/o compra de aceite, lubricantes"
0723,Balanceo de ruedas
0721,Chapa y pintura
0723,"Lavado, engrase"
0723,Reparaciones diversas y sus repuestos
0721,Localización de vehículos
0731,Abono de tren corta distancia
0731,Boleto de tren de media y larga distancia
0731,Boleto tren corta distancia
0731,Subterráneo
0732,Abono de colectivo urbano o suburbano
0732,"Abono mensual de chárter (combi, ómnibus)"
0732,"Pasaje diario en chárter (combi, ómnibus)"
0732,Boleto de colectivo urbano o suburbano
0732,Ómnibus de media y larga distancia dentro del país
0732,"Remis, alquiler de auto con chofer"
0732,Taxi
0732,Transporte escolar mensual
0732,"Otros abonos (remis, taxi)"
0732,Pasaje de larga distancia en charter o combi
0732,Ómnibus de media y larga distancia internacional
0733,Pasajes de avión de cabotaje
0733,Pasajes de avión internacional
0734,Abono de lancha
0734,"Pasaje de buque, lancha y aliscafo dentro del país"
0734,"Pasaje de buque, lancha y aliscafo internacional"
0732,Compra de tarjeta recargable de transporte público
0721,"Radio, equipo de música, GPS  para el vehículo de uso del hogar"
0111,Pan y otros productos de panadería
0111,Productos de pastelería
0111,Harinas
0111,Otros productos preparados en base de harinas y/o cereales
0111,Fideo y pastas
0112,"Carne fresca, refrigerada o congelada de ganado bovino (res)"
0112,"Carne fresca, refrigerada o congelada de ganado porcino"
0112,"Carne fresca, refrigerada o congelada de ganado ovino"
0112,"Carne fresca, refrigerada o congelada de ganado caprino"
0112,"Carne fresca, refrigerada o congelada de ganado camélido"
0112,"Carne fresca, refrigerada o congelada de aves de corral"
0112,Otras carnes
0112,"Despojos comestibles frescos, refrigerados o congelados"
0112,"Carnes secas, saladas o ahumadas"
0112,Productos cárnicos embutidos
0112,Productos cárnicos pre elaborados
0112,Animales y aves de corral comprados vivos para su consumo como alimento
0113,Pescado
0114,Leches y otros productos lácteos
0114,Quesos y cuajada
0114,Productos lácteos no de leche de vaca
0114,Huevos y productos derivados preparados íntegramente con huevos
0115,Aceites
0115,Mantequilla y productos derivados
0115,Grasas comestibles/manteca
0116,"Frutas frescas, refrigeradas o congeladas"
0116,Frutas y partes de frutas deshidratadas/Fruta seca
0116,Frutas en conserva y productos a base de frutas
0117,"Legumbres - Hortalizas frescas, refrigeradas o congeladas"
0117,Papas y otros tubérculos frescos o refrigerados
0117,Legumbres secas y productos a base de legumbres conservados o procesados
0117,"Productos de tubérculos secos, procesados y leguminosas."
0116,Frutos o granos oleaginosos
0118,Caña de azúcar
0118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar"
0118,"Mermeladas, compotas, jaleas, purés y pastas de frutas"
0118,Miel natural y artificial
0118,"Chocolates en barras o tabletas, dulces y confitería"
0118,"Hielo comestible, helados y sorbetes"
0119,"Sal, especias, hierbas culinarias, salsas, condimentos, aderezos"
0119,"Preparados de polvos de hornear, levadura, postres, sopas, caldos, consomés"
0119,Alimentos para lactantes homogeneizados y preparados dietéticos
0117,"Productos preparados y/o cocidos listos para el consumo sometidos a procesos de conservación, enlatado o congelado"
0119,Otros productos alimenticios n.e.p.
0122,Café
0121,Jugos de frutas y de hortalizas
0121,Jarabes y concentrados para la preparación de bebidas
0311,Telas para confeccionar prendas de vestir
0311,Fibra de lana y lana
0312,Prendas de vestir
0312,Prendas de vestir deportivas
0312,Prendas de vestir interiores
0312,Prendas de dormir
0312,Prendas de vestir para bebé
0313,Otras prendas de vestir
0313,Accesorios del vestir
0313,Otros artículos relacionados con la confección de prendas de vestir
0314,"Limpieza en seco, lavandería y tinte de prendas de vestir"
0314,Reparación y modificación de prendas de vestir
0314,Alquiler de prendas de vestir
0452,Servicio de suministro de gas natural por red
0452,Servicio de suministro de gas licuado y recipiente de almacenamiento
0455,Energía calórica
0613,Artefactos y equipo terapéuticos
0721,Piezas de repuesto para equipo de transporte personal
0721,Accesorios para equipo de transporte personal
0722,Combustible y lubricantes para equipo de transporte personal
0723,Conservación y reparación de equipo de transporte personal
0732,Transporte urbano de pasajeros
0732,Transporte urbano por contrato
0732,Transporte interurbano
0732,Transporte escolar
0732,Tarjeta magnética transporte terrestre
0732,Transporte terrestre internacional
0732,Alquiler de vehículos en general con conductor
0733,Transporte de pasajeros por aire
0734,Transporte de pasajeros por mar y cursos de agua interiores
0735,Transporte combinado de pasajeros
0111,ARROZ POLIDO
0111,ARROZ HIBRIDO
0111,ARROZ BICA CORRIDA
0111,ARROZ QUIRERA
0111,ARROZ LISO
0111,ARROZ MACERADO
0111,ARROZ PARBOILIZADO
0111,XEREM DE ARROZ
0111,ARROZ PARBORIZADO
0111,ARROZ COLONIAL
0111,ARROZ AGULHA
0111,ARROZ AGULHINHA
0111,ARROZ BRANCO
0111,ARROZ VERMELHO
0111,ARROZ AMARELO
0111,ARROZ INTEGRAL
0111,ARROZ PILADO
0111,ARROZ NAO-POLIDO
0111,ARROZ BENEFICIADO
0111,ARROZ COM CASCA
0111,ARROZ JAPONES ESPECIAL
0111,ARROZ PRE-COZIDO
0111,ARROZ (NAO-ESPECIFICADO)
0111,ARROZ NAO-ESPECIFICADO
0111,ARROZ ARBOREO
0111,ARROZ NEGRO
0111,ARROZ SEMIPRONTO NAO ESPECIFICADO
0117,FAVA EM GRAO
0117,FEIJOA EM GRAO
0117,MANGALO AMARGO EM GRAO
0117,FEIJAO FAVA EM GRAO
0117,FEIJAO MANTEIGA
0117,FEIJAO BICO DE OURO
0117,FEIJAO CAETE
0117,FEIJAO PINGO DE OURO
0117,FEIJAO GRAO DE OURO
0117,FEIJAO CANARINHO
0117,FEIJAO BOLINHA
0117,FEIJAO PITOCO
0117,FEIJAO DOURADINHO
0117,FEIJAO MULATINHO
0117,FEIJAO PAULISTA
0117,FEIJAO MULATA GORDA
0117,FEIJAO MARROM
0117,FEIJAO MORENINHO
0117,FEIJAO CAFE COM LEITE
0117,FEIJAO PRETO
0117,FEIJAO DO MILHO
0117,FEIJAO CAVALO
0117,FEIJAO DE COR
0117,FEIJAO PRETO BANDINHA
0117,FEIJAO FRADINHO
0117,FEIJAO MACASSAR
0117,FEIJAO DE CORDA
0117,FEIJAO CORUJA
0117,FEIJAO DE MOITA
0117,FEIJAO QUARENTINHA
0117,FEIJAO LIGEIRO
0117,FEIJAO CATADOR
0117,FEIJAO MIUDO
0117,FEIJAO GURUTUBA
0117,FEIJAO DO RIO
0117,FEIJAO IBRA
0117,FEIJAO BAIANO
0117,FEIJAO VINAGRE
0117,FEIJAO SEMPRE VERDE
0117,FEIJAO DE ARRANCA
0117,FEIJAO BAJE PODRE (MACASSAR)
0117,FEIJAO CAUPI
0117,FEIJAO DA COLONIA
0117,FEIJAO VERDE
0117,FEIJAO PERUANO
0117,FEIJAO TREPA PAU
0117,FEIJAO JALO
0117,FEIJAO VERMELHO
0117,FEIJAO GORDO
0117,FEIJAO DO SUL
0117,FEIJAO ROXO
0117,FEIJAO ROXINHO
0117,FEIJAO RAPE (ROXO)
0117,FEIJAO RAJADO
0117,FEIJAO AMENDOIM
0117,FEIJAO CHITA FINA
0117,FEIJAO VERMELHO E BRANCO
0117,FEIJAO CASCAO
0117,FEIJAO CARNAVAL
0117,FEIJAO CHOCOLATE
0117,FEIJAO CARIOCA
0117,FEIJAO RAJADINHO
0117,FEIJAO CARIOQUINHA
0117,FEIJAO ROSINHA
0117,FEIJAO MARIA ROSA
0117,FEIJAO ROSADO
0117,FEIJAO AMARELO
0117,FEIJAO OURO
0117,FEIJAO MINEIRO
0117,FEIJAO PARDO
0117,FEIJAO CAFEZINHO
0117,FEIJAO CAFE
0117,FEIJAO IMPERIAL
0117,ANDU
0117,FEIJAO GUANDO
0117,FEIJAO ANDU
0117,FEIJAO GUANDU
0117,FEIJAO NAO-ESPECIFICADO
0117,FEIJAO (NAO-ESPECIFICADO)
0117,FEIJAO DA PRAIA
0117,FEIJAO BRANCO
0117,FEIJAO SEMIPRONTO NAO ESPECIFICADO
0117,FEIJAO AZUKI
0117,SOJA EM GRAO ORGANICA
0117,FEIJAO PRETO ORGANICO
0117,FEIJAO FRADINHO ORGANICO
0117,FEIJAO DE CORDA ORGANICO
0117,FEIJAO DE VARA ORGANICO
0117,FEIJAO DA COLONIA ORGANICO
0117,FEIJAO VERDE ORGANICO
0117,FEIJAO NAO-ESPECIFICADO ORGANICO
0117,FEIJAO (NAO-ESPECIFICADO) ORGANICO
0111,ARROZ POLIDO ORGANICO
0111,ARROZ HIBRIDO ORGANICO
0111,ARROZ BICA CORRIDA ORGANICO
0111,ARROZ PARBOILIZADO ORGANICO
0111,ARROZ AGULHA ORGANICO
0111,ARROZ BRANCO ORGANICO
0111,ARROZ INTEGRAL ORGANICO
0111,ARROZ NAO-POLIDO ORGANICO
0111,ARROZ ORGANICO
0111,COCO ORGANICO
0111,AVEIA EM GRAO
0111,AVEIA EM MASSA
0111,MASSA DE AVEIA
0111,PIPOCA DE ARROZ INDUSTRIALIZADA
0111,CEVADA EM GRAO
0111,MILHO EM GRAO
0111,MILHO BRANCO EM GRAO
0111,MILHO DE CANJICA
0111,MILHO CANJIQUINHA
0111,MILHO DE PIPOCA
0111,CANJIQUINHA DE MILHO EM GRAO
0111,XEREM DE MILHO
0111,QUIRERA DE MILHO
0111,CANJICA DE MILHO EM GRAO
0111,MILHO AMARELO EM GRAO
0111,MILHO DE MUNGUZA
0111,MILHO ALHO
0111,MILHO SECO
0111,MILHO XEREM
0111,MILHO VERDE EM ESPIGA
0111,TRIGO EM GRAO
0111,TRIGO INTEGRAL
0111,QUIRERA DE TRIGO
0111,MASSA DE TRIGO
0111,FARELO DE TRIGO (QUIRERA)
0116,AMENDOIM EM GRAO IN NATURA
0116,AMENDOIM EM CASCA IN NATURA
0116,AMENDOIM NATURAL
0117,ERVILHA EM GRAO
0119,SEMENTE DE LINHACA
